,Adword,Text,Score
532,Home & Garden, here's the kitchen,0.4383
533,Home & Garden, we're designing a house,0.4382
534,Home & Garden,the office and replanting garden and sorting my socks you know,0.4372
535,Home & Garden, for two years james and i have been following the progress of what has become the most significant spec home in the city,0.4371
536,Home & Garden,i love working in my yard,0.4360
537,Home & Garden,front of the house you know,0.4353
538,Home & Garden,we got this amazing property with incredible views,0.4351
539,Home & Garden, hardware stores get me excited,0.4344
540,Home & Garden,here is the living room,0.4336
541,Home & Garden, we sell real estate,0.4330
542,Home & Garden,it could be a business,0.4322
543,Home & Garden, we have a great property,0.4321
544,Home & Garden, where  in our house,0.4287
545,Home & Garden,where is your uh enchanting new home healthcare worker i just found out what that second toilet in my loo is for,0.4274
546,Home & Garden," ""into photography"" i have a website",0.4270
547,Home & Garden,i like to call this the zen garden,0.4269
548,Home & Garden,you want to talk about seasonal foods this is it,0.4264
549,Home & Garden,who's the heart of this home,0.4212
550,Medical Health,married to medicine,0.5472
551,Medical Health,married to medicine,0.5472
552,Medical Health,married to medicine,0.5472
553,Medical Health, married to medicine,0.5472
554,Medical Health, may we ask why  something medical,0.5192
555,Medical Health, social services,0.5127
556,Medical Health,they have doctors with degrees,0.5062
557,Medical Health, about the hospital,0.5048
558,Medical Health, agnes you have received a position of power at one of the top medical institutions in the country,0.4897
559,Medical Health,there are doctors there,0.4867
560,Medical Health,frome from behavioral health,0.4849
561,Medical Health, so not psychiatry,0.4809
562,Medical Health, i need a medical history,0.4729
563,Medical Health,does the department of health know about this i am not telling you anything,0.4723
564,Medical Health,it's for health purposes,0.4709
565,Medical Health, victoria chazin columbia usc top of her class rotations in emergency and family medicine,0.4702
566,Medical Health,  physician assistant,0.4696
567,Medical Health,ars & stripes health group,0.4665
568,Medical Health, doctor ready to go,0.4646
569,Medical Health,obesitycaused illnesses,0.4602
570,Medical Health,the question is which system is more likely to deliver modern treatment to the local population the point,0.4524
571,Medical Health, your medical records,0.4522
572,Medical Health, shut up  hr health morality,0.4510
573,Medical Health, so you could have access to medication shh shh shh shh,0.4483
574,Medical Health,they study infectious diseases,0.4473
575,Medical Health, he's perinatology he's psychiatry,0.4466
576,Medical Health,i have a patient,0.4458
577,Medical Health,not helpful to the ill,0.4457
578,Medical Health,as last physician of record i checked,0.4419
579,Medical Health,quinn medicine woman,0.4407
580,Medical Health, medical mystery,0.4387
581,Medical Health,i'm a professional health care worker,0.4379
582,Medical Health,this hospital huh yeah,0.4378
583,Medical Health,how all of a sudden you're so concerned about your patients,0.4361
584,Medical Health,i don't like hospitals,0.4350
585,Medical Health,uh for what patient  uh me,0.4350
586,Medical Health,people come to the emergency department for all kind of contagious things,0.4335
587,Medical Health,really why are you searching for dr,0.4330
588,Medical Health,number two emergency room doctor,0.4317
589,Medical Health,then for major medical you know what let me get these filed for you,0.4309
590,Medical Health,the money i've made off your health problems has put me almost all the way through medical school,0.4303
591,Medical Health, which one was that  school of medicine,0.4283
592,Medical Health, well i'm the head of the hospital at chicago med,0.4283
593,Medical Health,we have a medical  emergency,0.4281
594,Medical Health,there's something about the hospital,0.4279
595,Medical Health,you need to be in dr,0.4247
596,Medical Health,holler if i need any medical assistance  okay,0.4237
597,Medical Health, okay but cardiology still hasn't come by,0.4234
598,Medical Health,so when they get here they'll be focused alert and ready to help those who need it the most: our patients,0.4232
599,Medical Health,as a matter of  a patient adam,0.4230
600,Movies, we should go to the movies,0.6196
601,Movies, doing what  not going to the movies,0.5932
602,Movies,  okay a movie cinema you know really anything you can imagine,0.5800
603,Movies, always play those chick flicks,0.5683
604,Movies,  a little action flick,0.5679
605,Movies,theater if you will,0.5620
606,Movies, where have you been  told you i went to the movies,0.5563
607,Movies, the movie's about to start,0.5326
608,Movies, this is a movie,0.5303
609,Movies, i love musical movies,0.5289
610,Movies, we should watch a movie,0.5264
611,Movies,hey kids movie night,0.5233
612,Movies,i was into horror movies,0.5123
613,Movies,golly i haven't seen a movie in forever,0.5117
614,Movies,watching game film,0.5055
615,Movies, y'all didn't go nowhere to the movies nothing  we went to the movies,0.5017
616,Movies,that and cartoons,0.4968
617,Movies,people need to know this movie exists,0.4896
618,Movies, which is still the best movie ever,0.4833
619,Movies,you finished the movie,0.4822
620,Movies,of the movie off,0.4817
621,Movies,i'm gonna make my own movie,0.4792
622,Movies, rob: random movies or just talks or mu,0.4773
623,Movies,i'm going to the movies,0.4753
624,Movies,so where are you guys off to oh just one of dad's movies,0.4745
625,Movies,empire strikes back,0.4732
626,Movies,we can do movie night next time,0.4732
627,Movies,a wonderful film,0.4636
628,Movies, i mean we watched all your movies like a thousand times,0.4603
629,Movies, yes movies are terrible,0.4568
630,Movies, what  i'm gonna rent it,0.4522
631,Movies,you watch too many old movies,0.4511
632,Movies,e green mile dead man walking th christmas with the klumps,0.4508
633,Movies,akespeare in love for liking the movie sh more than an action movie,0.4495
634,Movies, kids' movie really,0.4460
635,Movies, take 'em to the movies,0.4450
636,Movies,my grandchildren just love your movies,0.4426
637,Movies,sir i have a movie project that is going to blow your mind,0.4392
638,Movies,get your plays meet me in the film room for lunch,0.4362
639,Movies,my brother wants to catch a movie,0.4326
640,Movies,hey you wanna go see a movie tomorrow night um sure,0.4321
641,Movies,show me the film,0.4258
642,Movies,it slipped my mind for a second because the only movies you're in are crappy bootlegs of movies i already made,0.4258
643,Movies,so theatrical theater,0.4230
644,Movies, brie: that movie'’s so good,0.4216
645,Movies,a commercial with martin scorsese an offbroadway play with christopher walken,0.4213
646,Movies, laugh  hot date with netflix,0.4203
647,Movies, why's that  i'm going to the movies with jordan,0.4195
648,Movies,dinner let's go watch a movie at the house let's,0.4155
649,Movies,in my experience the trick to this whole business is to talk about movies,0.4146
650,Music and Audio,connected to audio,0.6142
651,Music and Audio,  music  wow it's huge here,0.5720
652,Music and Audio,entertainment music plays not just any entertainment,0.5679
653,Music and Audio,  music  mainly right here,0.5676
654,Music and Audio,can you describe music okay,0.5617
655,Music and Audio, tell me about music,0.5577
656,Music and Audio,music playing on speakers tune. good,0.5568
657,Music and Audio,what about music do you have any music uh yeah,0.5555
658,Music and Audio, music  yeah it is,0.5469
659,Music and Audio,theme music playing,0.5400
660,Music and Audio,  okay music on or off  on on,0.5333
661,Music and Audio, it's the same when we play music,0.5333
662,Music and Audio,upbeat music playing over stereo tune. tune. woman singing tune. tune. alternative rock music blasting over stereo  how'd you find this place tune. tune.  a friend,0.5285
663,Music and Audio,light music playing over speakers  bag it tag it,0.5285
664,Music and Audio,turn some music on,0.5229
665,Music and Audio,light music  that's all i need to know,0.5202
666,Music and Audio,slow tempo music plays tune. what  nothing,0.5168
667,Music and Audio,instrumental hiphop music so,0.5143
668,Music and Audio,ethereal music  angela my assistant can handle that,0.5111
669,Music and Audio,upbeat music  we have a business proposition,0.5092
670,Music and Audio,music it's all about the feel having fun,0.5053
671,Music and Audio,electronic music  what  oh okay,0.5042
672,Music and Audio,music and laughter do you know what they look like what are you doing here i told you to stay at the house,0.5032
673,Music and Audio,electronic music  ooh,0.5020
674,Music and Audio, music is in your soul,0.5016
675,Music and Audio,turn off the music,0.5011
676,Music and Audio, rewind sounds maybe,0.5005
677,Music and Audio,so you think of the story first then the music comes,0.4991
678,Music and Audio,we've got spotify pandora apple music google play,0.4980
679,Music and Audio,what you wanna play one play a song  i guess,0.4956
