,Unnamed: 0,Adword,Text,Score,Length of Sentence,Editorial Relevance,Clarity of Sentence,Tier1 Parent
364,364,Food & Drink, i wanna know what the main course was tonight,0.5569,46,,,Food & Drink
365,365,Food & Drink, your food from whatever grocery store you waste your money at,0.5559,62,,,Food & Drink
366,366,Food & Drink,um pizza toppings,0.5507,17,,,Food & Drink
367,367,Food & Drink, breakfast is served,0.5499,20,,,Food & Drink
368,368,Food & Drink,uh favorite cuisine meat and seafood,0.544,36,,,Food & Drink
369,369,Food & Drink,so we're dying to hear what all this good food is,0.5432,49,,,Food & Drink
370,370,Food & Drink,so we're dying to hear what all this good food is,0.5432,49,,,Food & Drink
371,371,Food & Drink,i say kevin and angelo's food,0.5361,29,,,Food & Drink
372,372,Food & Drink,laughter brownies and fries,0.5349,27,,,Food & Drink
373,373,Food & Drink,  what  we have the foodsaver we can bring,0.5332,42,,,Food & Drink
374,374,Food & Drink,and the breakfast,0.5327,17,,,Food & Drink
375,375,Food & Drink, a couple of cocktails,0.5286,22,,,Food & Drink
376,376,Food & Drink,whatever you got on tap,0.5285,23,,,Food & Drink
377,377,Food & Drink,butter and bread,0.5268,16,,,Food & Drink
378,378,Food & Drink,and the restaurant yeah but mainly you,0.5267,38,,,Food & Drink
379,379,Food & Drink,pizza my favorite you know that,0.5215,31,,,Food & Drink
380,380,Food & Drink,um alfredo sauce and then food for honey and then food for the vegan,0.5211,68,,,Food & Drink
381,381,Food & Drink,whatever you guys drink,0.5194,23,,,Food & Drink
382,382,Food & Drink, all different kinds of cuisine,0.5185,31,,,Food & Drink
383,383,Food & Drink,we like stuff i don't know like meat and potatoes,0.5161,49,,,Food & Drink
384,384,Food & Drink, frozen food aisle,0.5116,18,,,Food & Drink
385,385,Food & Drink, furnished by kfc,0.5099,17,,,Food & Drink
386,386,Food & Drink,we've got tahitian food and music,0.5097,33,,,Food & Drink
387,387,Food & Drink, what would you like to drink  oh,0.5082,33,,,Food & Drink
388,388,Food & Drink, what do we sell um,0.5081,19,,,Food & Drink
389,389,Food & Drink, restaurant's open,0.5081,18,,,Food & Drink
390,390,Food & Drink, the dish of your life tomorrow,0.5073,31,,,Food & Drink
391,391,Food & Drink,"furnished by san pellegrino; along with a feature in ""food & wine magazine"" an appearance at the food & wine classic in aspen",0.5068,125,,,Food & Drink
392,392,Food & Drink,d its ingredients the love for the land an has really made me focus on the food,0.5031,79,,,Food & Drink
393,393,Food & Drink,food i'â€™m glad that you got fish because that'â€™s all i eat,0.5008,58,,,Food & Drink
394,394,Food & Drink,there's plenty of food,0.4989,22,,,Food & Drink
395,395,Food & Drink, can we get the rundown of what we're having for dinner  we will try some highly,0.4959,80,,,Food & Drink
396,396,Food & Drink,a combination of all the best stuff in the world,0.4957,48,,,Food & Drink
397,397,Food & Drink, they're all the main dish,0.4947,26,,,Food & Drink
398,398,Food & Drink,what would you want to do on a day off drink,0.4934,44,,,Food & Drink
399,399,Food & Drink, so what's on tap for the rest of the day  well we need to talk about the brooklyn open house,0.4928,93,,,Food & Drink
400,400,Healthy Living,living at its best,0.6404,18,,,Healthy Living
401,401,Healthy Living, you know thriving,0.5832,18,,,Healthy Living
402,402,Healthy Living,trying to eat healthy,0.5448,21,,,Healthy Living
403,403,Healthy Living,and being young and vibrant and not old and jaded like i am now so,0.5325,66,,,Healthy Living
404,404,Healthy Living,take care of yourself,0.5246,21,,,Healthy Living
405,405,Healthy Living,i think that food shouldpromote your health,0.523,43,,,Healthy Living
406,406,Healthy Living,breathing is good,0.5079,17,,,Healthy Living
407,407,Healthy Living, live your best life,0.5068,20,,,Healthy Living
408,408,Healthy Living,can we do something about healthy food  what do you want to do about it  uh have some,0.4988,85,,,Healthy Living
409,409,Healthy Living,like no stress more life,0.4953,24,,,Healthy Living
410,410,Healthy Living,i'm just trying to live my best life,0.4846,36,,,Healthy Living
411,411,Healthy Living, oh living well has always been a bit of a hobby of mine,0.4814,56,,,Healthy Living
412,412,Healthy Living,everything is healthy happy and beautiful,0.4788,41,,,Healthy Living
413,413,Healthy Living, what life brings,0.4764,17,,,Healthy Living
414,414,Healthy Living,my goal is to keep your loved one as healthy as i can for as long as i can,0.4757,74,,,Healthy Living
415,415,Healthy Living, supremely healthy,0.4739,18,,,Healthy Living
416,416,Healthy Living,you know enjoy life to the fullest,0.4723,34,,,Healthy Living
417,417,Healthy Living,mething from the heart,0.4718,22,,,Healthy Living
418,418,Healthy Living,life from lifelessness,0.4712,22,,,Healthy Living
419,419,Healthy Living, use it in good health,0.4711,22,,,Healthy Living
420,420,Healthy Living, delicious meals,0.4669,16,,,Healthy Living
421,421,Healthy Living, healthy as a horse,0.4598,19,,,Healthy Living
422,422,Healthy Living, just knowing where you're at in life,0.4597,37,,,Healthy Living
423,423,Healthy Living, like being alive,0.4549,17,,,Healthy Living
424,424,Healthy Living, how you been living  heart is still beating wife and kids happy and healthy,0.4515,76,,,Healthy Living
425,425,Healthy Living,and finding a cure,0.4505,18,,,Healthy Living
426,426,Healthy Living,lead a less stressful life,0.4502,26,,,Healthy Living
427,427,Healthy Living,i'm in the healthiest relationship of my life,0.4474,45,,,Healthy Living
428,428,Healthy Living,generosity and togetherness and community all convalescences into,0.4471,65,,,Healthy Living
429,429,Healthy Living, i'm just living my life,0.4459,24,,,Healthy Living
430,430,Healthy Living, oh come on max this is good for you breathing in the cool morning air appreciating nature,0.444,90,,,Healthy Living
431,431,Healthy Living,peace prosperity,0.4401,16,,,Healthy Living
432,432,Healthy Living,  living the dream,0.4394,18,,,Healthy Living
433,433,Healthy Living,enriching the lives of those in need,0.4387,36,,,Healthy Living
434,434,Healthy Living,laughter  it's good for you,0.4353,27,,,Healthy Living
435,435,Healthy Living, taking the opportunity to start fresh and purging,0.4349,50,,,Healthy Living
436,436,Healthy Living,a big lecture on all the things you gain from loss empathy appreciation strength resilience,0.4344,91,,,Healthy Living
437,437,Healthy Living,eat some ing food,0.4344,17,,,Healthy Living
438,438,Healthy Living,important thing in my life right now,0.4342,36,,,Healthy Living
439,439,Healthy Living,  energy is good,0.4296,16,,,Healthy Living
440,440,Healthy Living,i got to figure out a way to put some more balance in my life,0.427,61,,,Healthy Living
441,441,Healthy Living,prosperity dreams freedom,0.4262,25,,,Healthy Living
442,442,Healthy Living, not drinking not eating,0.4254,24,,,Healthy Living
443,443,Healthy Living,give us something truly legitimate and beneficial,0.4252,49,,,Healthy Living
444,444,Healthy Living,like every day i do a gratitude list i do meditation i do affirmations,0.4246,70,,,Healthy Living
445,445,Healthy Living,but as a health care professional i'm only doing what i think is best,0.4239,69,,,Healthy Living
446,446,Healthy Living,what about the living conditions and the food  you know i've tried to improve things,0.423,84,,,Healthy Living
447,447,Healthy Living,i'â€™m taking everything day by day,0.4222,33,,,Healthy Living
448,448,Healthy Living, and your life depends on your health,0.4205,37,,,Healthy Living
449,449,Healthy Living,frome from behavioral health,0.4204,28,,,Healthy Living
450,450,Hobbies & Interests,and there are hobbies,0.6774,21,,,Hobbies & Interests
451,451,Hobbies & Interests,really what do you sit and look at i have hobbies,0.6006,49,,,Hobbies & Interests
452,452,Hobbies & Interests, you don't know my interests,0.5249,28,,,Hobbies & Interests
453,453,Hobbies & Interests,"they're listed under stuff like ""fishing gear"" ""camping"" ""archery"" you know hobbies",0.5218,83,,,Hobbies & Interests
454,454,Hobbies & Interests,i love people i love deals and i love architecture and houses,0.5196,61,,,Hobbies & Interests
455,455,Hobbies & Interests, so what else do you like to do  um okay,0.5038,40,,,Hobbies & Interests
456,456,Hobbies & Interests,every man should have a hobby,0.4979,29,,,Hobbies & Interests
457,457,Hobbies & Interests,  my passions are political,0.4971,27,,,Hobbies & Interests
458,458,Hobbies & Interests, i like geometry and,0.4963,20,,,Hobbies & Interests
459,459,Hobbies & Interests, my favorite activity,0.4953,21,,,Hobbies & Interests
460,460,Hobbies & Interests,the friends you hang with the drugs you're into i mean you like lacrosse and yachting and race cars,0.4823,99,,,Hobbies & Interests
461,461,Hobbies & Interests, oh we could use a hobby to do together,0.4656,39,,,Hobbies & Interests
462,462,Hobbies & Interests,i just love to play with my friends and i love to hang out but my favorite is geography,0.4627,87,,,Hobbies & Interests
463,463,Hobbies & Interests,laughter  i do entertainment fashion,0.4617,36,,,Hobbies & Interests
464,464,Hobbies & Interests,look get a hobby,0.4567,16,,,Hobbies & Interests
465,465,Hobbies & Interests, doing what  not going to the movies,0.4536,36,,,Hobbies & Interests
466,466,Hobbies & Interests,watching some of your friends,0.4467,29,,,Hobbies & Interests
467,467,Hobbies & Interests,i'm glad to see your old interests are reasserting themselves,0.4444,61,,,Hobbies & Interests
468,468,Hobbies & Interests,what do you do for fun what do you like to organize my drawers,0.4443,62,,,Hobbies & Interests
469,469,Hobbies & Interests, music  my wife is a blogger and it's awesome,0.4432,45,,,Hobbies & Interests
470,470,Hobbies & Interests, what kind of music do you listen to that's really one of them,0.4428,62,,,Hobbies & Interests
471,471,Hobbies & Interests,tune. he's into snowboarding social media influencing and reiki,0.441,63,,,Hobbies & Interests
472,472,Hobbies & Interests,specialties in with my shoes,0.4386,28,,,Hobbies & Interests
473,473,Hobbies & Interests,specialties in with my shoes,0.4386,28,,,Hobbies & Interests
474,474,Hobbies & Interests, you can mix business with pleasure,0.4369,35,,,Hobbies & Interests
475,475,Hobbies & Interests,music it's all about the feel having fun,0.4347,40,,,Hobbies & Interests
476,476,Hobbies & Interests,but i really really liked fashion,0.4326,33,,,Hobbies & Interests
477,477,Hobbies & Interests,my career i want to enjoy painting and trying to get myself up to a place where i feel independent,0.4322,98,,,Hobbies & Interests
478,478,Hobbies & Interests,games is one thing,0.4313,18,,,Hobbies & Interests
479,479,Hobbies & Interests,sometimes i like to play a game of dungeons & dragons hang out with my friends play some video games work on some music and smoke questionable things,0.4301,149,,,Hobbies & Interests
480,480,Hobbies & Interests,i like to create art,0.4277,20,,,Hobbies & Interests
481,481,Hobbies & Interests, i've been getting obsessed with stuff,0.4261,38,,,Hobbies & Interests
482,482,Hobbies & Interests,four things chris brown loves the most women alcohol snowboarding and travel,0.4261,76,,,Hobbies & Interests
